제주약수터,제주특별자치도 서귀포시 서귀동 294-20 1층,"술집>맥주,호프",,https://smartstore.naver.com/jeju_beer_fountain/products/8347481791
버드나무 브루어리,강원특별자치도 강릉시 홍제동 93-8,"술집>맥주,호프",,http://www.facebook.com/Budnamu/
제주약수터 올레시장점,제주특별자치도 서귀포시 서귀동 292-1,"술집>맥주,호프",,https://jejubeerfountain.modoo.at/
발리 슈퍼스토어,서울특별시 마포구 서교동 396-32 2층,술집>요리주점,,http://www.instagram/balisuperstore
올드문래,서울특별시 영등포구 문래동2가 14-28,"술집>맥주,호프",,http://oldmullae.itrocks.kr/
